alpha,steps
0.79,22025
0.79,20968
0.79,11680
0.79,99999
0.79,11429
0.79,99999
0.79,22696
0.79,14965
0.8,15454
0.8,99999
0.8,14988
0.8,99999
0.8,10863
0.8,20467
0.8,21713
0.8,11037
0.8,21281
0.8,23130
0.8,11091
0.8,12587
0.8,75276
0.8,14094
0.8,50406
0.8,24942
0.8,99999
0.8,10703
0.8,99999
0.8,20964
0.8,21297
0.8,45427
0.8,17652
0.8,16778
0.8,20068
0.8,15418
0.8,99999
0.8,68848
0.8,22822
0.8,15891
0.8,99999
0.8,99999
0.8,14377
0.8,12096
0.8,14367
0.8,99999
0.8,20505
0.8,13891
0.8,18828
0.8,38786
0.8,19728
0.8,99999
0.8,22917
0.8,99999
0.8,16122
0.8,11147
0.8,19149
0.8,99999
0.8,99999
0.8,99999
0.8,21313
0.8,43145
0.8,12906
0.8,35613
0.8,19132
0.8,99999
0.8,54399
0.8,99999
0.8,99999
0.8,14722
0.8,63571
0.8,20807
0.8,11241
0.8,99999
0.8,10429
0.8,13505
0.8,17401
0.8,9207
0.8,13161
0.8,99999
0.8,9988
0.8,20978
0.8,17930
0.8,21504
0.8,6631
0.8,22578
0.8,99999
0.8,16001
0.8,10749
0.8,8128
0.8,23646
0.8,52439
0.8,21510
0.8,25172
0.8,99999
0.8,28174
0.8,12124
0.8,11860
0.8,6589
0.8,99999
0.8,13145
0.8,14549
0.8,29032
0.8,77531
0.8,17381
0.8,13795
0.8,99999
0.8,99999
0.8,29254
0.8,98573
0.81,12263
0.81,99999
0.81,21353
0.81,10870
0.81,20831
0.81,18772
0.81,27543
0.81,10948
0.81,99999
0.81,57493
0.81,15219
0.81,35317
0.81,19992
0.81,99999
0.81,99999
0.81,13601
0.81,99999
0.81,74085
0.81,12518
0.81,9057
0.81,19372
0.81,20179
0.81,12755
0.81,99999
0.81,99999
0.81,17969
0.81,17866
0.81,15208
0.81,99999
0.81,99999
0.81,24436
0.81,63785
0.81,16193
0.81,99999
0.81,13052
0.81,99999
0.81,24085
0.81,99999
0.81,99999
0.81,21933
0.81,72974
0.81,99999
0.81,32480
0.81,11224
0.81,12169
0.81,99999
0.81,24454
0.81,99999
0.81,12615
0.81,83516
0.81,34766
0.81,63487
0.81,8628
0.81,20215
0.81,20461
0.81,21588
0.81,8929
0.81,12213
0.81,99999
0.81,99999
0.81,24005
0.81,77622
0.81,99999
0.81,24857
0.81,13770
0.81,13858
0.81,9760
0.81,14928
0.81,99999
0.81,23887
0.81,11933
0.81,46212
0.81,16519
0.81,99999
0.81,8556
0.81,99999
0.81,99999
0.81,93850
0.81,11980
0.81,15674
0.81,99999
0.81,25558
0.81,17830
0.81,24349
0.81,29603
0.81,9120
0.81,15394
0.81,10849
0.81,10457
0.81,15177
0.81,12219
0.81,20941
0.81,11882
0.81,36354
0.81,15131
0.81,19037
0.81,19071
0.81,67196
0.81,99999
0.81,23127
0.82,63268
0.82,23309
0.82,16561
0.82,23350
0.82,17868
0.82,14441
0.82,25159
0.82,99999
0.82,99999
0.82,17037
0.82,67993
0.82,22134
0.82,99999
0.82,99999
0.82,82956
0.82,81930
0.82,17137
0.82,5589
0.82,17609
0.82,99999
0.82,21493
0.82,99999
0.82,11509
0.82,52735
0.82,10206
0.82,99999
0.82,99999
0.82,99999
0.82,99999
0.82,99999
0.82,99999
0.82,65227
0.82,15991
0.82,99999
0.82,12841
0.82,99999
0.82,99999
0.82,99999
0.82,68139
0.82,12472
0.82,99999
0.82,19200
0.82,31324
0.82,22169
0.82,13990
0.82,17713
0.82,29141
0.82,57431
0.82,15250
0.82,24236
0.82,23006
0.82,36908
0.82,99999
0.82,12102
0.82,14729
0.82,99999
0.82,11366
0.82,99999
0.82,99999
0.82,99999
0.82,51874
0.82,6961
0.82,99999
0.82,19800
0.82,16088
0.82,19204
0.82,8447
0.82,14631
0.82,8993
0.82,99999
0.82,76738
0.82,26756
0.82,44658
0.82,12403
0.82,17073
0.82,17796
0.82,99999
0.82,19994
0.82,13976
0.82,99999
0.82,99999
0.82,18737
0.82,99999
0.82,20836
0.82,99999
0.82,14522
0.82,12307
0.82,99999
0.82,13500
0.82,29354
0.82,16539
0.82,99999
0.82,12519
0.82,15863
0.82,12601
0.82,99999
0.82,14710
0.82,99999
0.82,99999
0.82,99999
0.83,99999
0.83,13717
0.83,47563
0.83,21992
0.83,8661
0.83,17875
0.83,60034
0.83,13907
0.83,99999
0.83,18388
0.83,26813
0.83,15236
0.83,99999
0.83,99999
0.83,24723
0.83,16355
0.83,20466
0.83,44879
0.83,9938
0.83,99999
0.83,21549
0.83,99999
0.83,19374
0.83,20674
0.83,18449
0.83,17395
0.83,23818
0.83,16926
0.83,68385
0.83,47562
0.83,15946
0.83,29633
0.83,13883
0.83,99999
0.83,15673
0.83,99999
0.83,11795
0.83,11192
0.83,9292
0.83,15575
0.83,99999
0.83,99999
0.83,25057
0.83,50627
0.83,8765
0.83,35630
0.83,73922
0.83,99999
0.83,10920
0.83,20010
0.83,11959
0.83,99999
0.83,99999
0.83,17937
0.83,5681
0.83,16907
0.83,9501
0.83,18328
0.83,99999
0.83,16944
0.83,20896
0.83,15863
0.83,15785
0.83,99999
0.83,13885
0.83,14652
0.83,12182
0.83,19966
0.83,24021
0.83,99999
0.83,20349
0.83,13045
0.83,30396
0.83,72755
0.83,10467
0.83,26666
0.83,79470
0.83,52712
0.83,17534
0.83,27049
0.83,99999
0.83,27961
0.83,16402
0.83,16948
0.83,75267
0.83,15889
0.83,9701
0.83,14890
0.83,12368
0.83,50219
0.83,8929
0.83,8945
0.83,11969
0.83,17034
0.83,69937
0.83,99999
0.83,52198
0.83,99999
0.83,99999
0.83,13826
0.84,15698
0.84,19928
0.84,15127
0.84,99999
0.84,16727
0.84,13767
0.84,99999
0.84,18262
0.84,99999
0.84,20259
0.84,20329
0.84,16230
0.84,99999
0.84,19764
0.84,99999
0.84,25770
0.84,99999
0.84,47681
0.84,19068
0.84,11599
0.84,24506
0.84,17537
0.84,16376
0.84,14517
0.84,28631
0.84,99999
0.84,19765
0.84,20221
0.84,91176
0.84,25875
0.84,99999
0.84,18905
0.84,21207
0.84,99999
0.84,11621
0.84,15159
0.84,19152
0.84,32221
0.84,99999
0.84,17765
0.84,14335
0.84,99999
0.84,12748
0.84,31915
0.84,14220
0.84,19153
0.84,9289
0.84,15505
0.84,99999
0.84,27896
0.84,99999
0.84,32151
0.84,14226
0.84,19740
0.84,19067
0.84,30426
0.84,24186
0.84,34385
0.84,99999
0.84,15714
0.84,30166
0.84,25160
0.84,62593
0.84,99999
0.84,8139
0.84,16078
0.84,12552
0.84,9974
0.84,99999
0.84,99999
0.84,35931
0.84,65152
0.84,99999
0.84,99999
0.84,21091
0.84,99999
0.84,24892
0.84,15273
0.84,18856
0.84,19113
0.84,13814
0.84,95084
0.84,99999
0.84,23307
0.84,99999
0.84,99999
0.84,10529
0.84,15169
0.84,6248
0.84,18392
0.84,22885
0.84,13927
0.84,99999
0.84,99999
0.84,9157
0.84,99999
0.84,17276
0.84,99999
0.84,32087
0.84,20122
0.85,21553
0.85,20876
0.85,99999
0.85,63764
0.85,99999
0.85,21477
0.85,28107
0.85,15754
0.85,31796
0.85,99999
0.85,11030
0.85,70105
0.85,19016
0.85,99999
0.85,16949
0.85,30119
0.85,20120
0.85,12863
0.85,15661
0.85,15778
0.85,99999
0.85,99999
0.85,99999
0.85,14744
0.85,99999
0.85,18847
0.85,99999
0.85,99999
0.85,32417
0.85,14573
0.85,99999
0.85,24128
0.85,19062
0.85,19676
0.85,11849
0.85,99999
0.85,17260
0.85,99999
0.85,99999
0.85,15135
0.85,99999
0.85,18243
0.85,58148
0.85,27529
0.85,21730
0.85,18138
0.85,22618
0.85,99999
0.85,14504
0.85,12729
0.85,17988
0.85,61668
0.85,99999
0.85,35193
0.85,13778
0.85,62567
0.85,61782
0.85,99999
0.85,43728
0.85,12437
0.85,99999
0.85,8742
0.85,99999
0.85,19860
0.85,4681
0.85,99999
0.85,99999
0.85,20943
0.85,99999
0.85,17633
0.85,99999
0.85,40290
0.85,19232
0.85,99999
0.85,15664
0.85,35453
0.85,32908
0.85,16033
0.85,10943
0.85,99999
0.85,19709
0.85,14778
0.85,11650
0.85,99999
0.85,99999
0.85,99999
0.85,13843
0.85,22441
0.85,15492
0.85,13815
0.85,35925
0.85,17298
0.85,99999
0.85,99999
0.85,99999
0.85,99999
0.85,59194
0.85,99999
0.85,99999
0.85,62968
0.86,18102
0.86,99999
0.86,99999
0.86,99999
0.86,99999
0.86,28136
0.86,63718
0.86,12478
0.86,99999
0.86,99999
0.86,99999
0.86,23570
0.86,99999
0.86,99999
0.86,99999
0.86,18260
0.86,95320
0.86,99999
0.86,99999
0.86,22941
0.86,27960
0.86,24000
0.86,28186
0.86,28697
0.86,22935
0.86,99999
0.86,99999
0.86,99999
0.86,35500
0.86,22513
0.86,99999
0.86,99999
0.86,21779
0.86,20327
0.86,20023
0.86,20697
0.86,8627
0.86,60258
0.86,99999
0.86,17502
0.86,21872
0.86,16173
0.86,30648
0.86,11990
0.86,13426
0.86,99999
0.86,9432
0.86,99999
0.86,17726
0.86,8038
0.86,20875
0.86,99999
0.86,10379
0.86,18269
0.86,20270
0.86,20560
0.86,16199
0.86,24301
0.86,99999
0.86,19502
0.86,17087
0.86,99999
0.86,25812
0.86,99999
0.86,15261
0.86,14252
0.86,9954
0.86,11957
0.86,99999
0.86,99999
0.86,14295
0.86,25410
0.86,25219
0.86,99999
0.86,9081
0.86,99999
0.86,99999
0.86,10730
0.86,11964
0.86,19270
0.86,99999
0.86,23376
0.86,22876
0.86,99999
0.86,99999
0.86,99999
0.86,87984
0.86,12464
0.86,99999
0.86,99999
0.86,18469
0.86,10945
0.86,99999
0.86,20860
0.86,25341
0.86,15913
0.86,99999
0.86,21298
0.86,99999
0.86,99999
0.87,99999
0.87,99999
0.87,74468
0.87,24724
0.87,46744
0.87,19090
0.87,26903
0.87,8893
0.87,22282
0.87,99999
0.87,34240
0.87,28553
0.87,30464
0.87,11447
0.87,99999
0.87,99999
0.87,33155
0.87,78659
0.87,16665
0.87,26888
0.87,49191
0.87,99999
0.87,99999
0.87,12765
0.87,99999
0.87,36269
0.87,16944
0.87,99999
0.87,99999
0.87,26391
0.87,99999
0.87,99999
0.87,24445
0.87,17065
0.87,16930
0.87,99999
0.87,12632
0.87,99999
0.87,34951
0.87,21776
0.87,99999
0.87,99999
0.87,99999
0.87,23110
0.87,99999
0.87,19565
0.87,26594
0.87,99999
0.87,18912
0.87,99999
0.87,99999
0.87,32629
0.87,99999
0.87,25394
0.87,23761
0.87,32565
0.87,48590
0.87,26212
0.87,99999
0.87,87254
0.87,5719
0.87,99999
0.87,10950
0.87,39435
0.87,10549
0.87,14199
0.87,23341
0.87,21662
0.87,99999
0.87,99999
0.87,23193
0.87,24643
0.87,17547
0.87,18883
0.87,15728
0.87,99999
0.87,99999
0.87,10582
0.87,14126
0.87,27372
0.87,99999
0.87,20898
0.87,18585
0.87,29578
0.87,99999
0.87,12944
0.87,6838
0.87,26497
0.87,30150
0.87,67676
0.87,19991
0.87,97781
0.87,99999
0.87,88201
0.87,99999
0.87,99999
0.87,20597
0.87,99999
0.87,99999
0.87,99999
0.88,99999
0.88,99999
0.88,38389
0.88,21174
0.88,99999
0.88,32498
0.88,99999
0.88,99999
0.88,99999
0.88,26906
0.88,99999
0.88,16071
0.88,99999
0.88,54708
0.88,99999
0.88,99999
0.88,20213
0.88,99999
0.88,33421
0.88,81379
0.88,99999
0.88,99999
0.88,99999
0.88,99999
0.88,99999
0.88,99999
0.88,99999
0.88,99999
0.88,26544
0.88,31395
0.88,99999
0.88,31120
0.88,25604
0.88,20644
0.88,14950
0.88,23946
0.88,17117
0.88,99999
0.88,72064
0.88,99999
0.88,27549
0.88,99999
0.88,5558
0.88,19791
0.88,20517
0.88,99999
0.88,16719
0.88,10678
0.88,99999
0.88,13867
0.88,99999
0.88,99999
0.88,99999
0.88,99999
0.88,30139
0.88,21796
0.88,11392
0.88,86906
0.88,99999
0.88,99999
0.88,17888
0.88,31612
0.88,10301
0.88,22547
0.88,18264
0.88,99999
0.88,13668
0.88,19357
0.88,99999
0.88,19978
0.88,99999
0.88,31214
0.88,21107
0.88,99999
0.88,21459
0.88,51838
0.88,99999
0.88,99999
0.88,17288
0.88,8879
0.88,99999
0.88,99999
0.88,11032
0.88,16356
0.88,99999
0.88,31296
0.88,12965
0.88,19138
0.88,99999
0.88,92834
0.88,99999
0.88,14911
0.88,17267
0.88,99999
0.88,99999
0.88,72798
0.88,99999
0.88,99999
0.88,91080
0.88,99999
0.89,20550
0.89,99999
0.89,99999
0.89,43249
0.89,99999
0.89,10935
0.89,99999
0.89,99999
0.89,26882
0.89,25716
0.89,18280
0.89,18419
0.89,99999
0.89,99999
0.89,12756
0.89,99999
0.89,99999
0.89,99999
0.89,99999
0.89,67724
0.89,20613
0.89,18223
0.89,20012
0.89,16426
0.89,32235
0.89,99999
0.89,28653
0.89,99999
0.89,99999
0.89,96580
0.89,99999
0.89,99999
0.89,16975
0.89,99999
0.89,26290
0.89,16684
0.89,13842
0.89,99999
0.89,99999
0.89,15160
0.89,21506
0.89,99999
0.89,32834
0.89,61151
0.89,13698
0.89,86382
0.89,21340
0.89,15831
0.89,99999
0.89,29092
0.89,17999
0.89,99999
0.89,33015
0.89,19944
0.89,27561
0.89,99999
0.89,17899
0.89,99999
0.89,20630
0.89,11782
0.89,99999
0.89,14068
0.89,7960
0.89,99999
0.89,18756
0.89,18484
0.89,12026
0.89,13943
0.89,59736
0.89,99999
0.89,12923
0.89,99999
0.89,24982
0.89,99999
0.89,14621
0.89,23090
0.89,99999
0.89,22173
0.89,48823
0.89,17103
0.89,99999
0.89,99999
0.89,10648
0.89,18768
0.89,99999
0.89,8882
0.89,19276
0.89,99999
0.89,20768
0.89,99999
0.89,8979
0.89,99999
0.89,99999
0.89,99999
0.89,24721
0.89,21776
0.89,99999
0.89,99999
0.89,99999
0.89,99999
0.9,99999
0.9,21599
0.9,17028
0.9,18105
0.9,29604
0.9,18590
0.9,99999
0.9,7425
0.9,65162
0.9,26970
0.9,30307
0.9,99999
0.9,99999
0.9,20342
0.9,99999
0.9,25932
0.9,99999
0.9,37915
0.9,24414
0.9,99999
0.9,24123
0.9,99999
0.9,24108
0.9,11286
0.9,99999
0.9,99999
0.9,62050
0.9,65531
0.9,99999
0.9,99999
0.9,99999
0.9,22748
0.9,23560
0.9,17517
0.9,19222
0.9,99999
0.9,11149
0.9,99999
0.9,99999
0.9,99999
0.9,99999
0.9,99999
0.9,24878
0.9,65698
0.9,99999
0.9,13814
0.9,99999
0.9,20470
0.9,22767
0.9,99999
0.9,99999
0.9,99999
0.9,17684
0.9,27959
0.9,14298
0.9,99999
0.9,20767
0.9,99999
0.9,99999
0.9,40392
0.9,23367
0.9,44987
0.9,99999
0.9,99999
0.9,20091
0.9,99999
0.9,99999
0.9,43434
0.9,17086
0.9,99999
0.9,21124
0.9,99999
0.9,47425
0.9,99999
0.9,99999
0.9,23042
0.9,27619
0.9,28523
0.9,17103
0.9,99999
0.9,99999
0.9,44534
0.9,23374
0.9,70084
0.9,99999
0.9,17641
0.9,15289
0.9,18979
0.9,15589
0.9,25938
0.9,12402
0.9,25394
0.9,99999
0.9,24801
0.9,99999
0.9,99999
0.9,99999
0.9,99999
0.9,99999
0.9,99999
0.91,27623
0.91,20323
0.91,99999
0.91,99668
0.91,99999
0.91,20615
0.91,30029
0.91,16322
0.91,99999
0.91,22241
0.91,17111
0.91,20645
0.91,99999
0.91,24470
0.91,99999
0.91,99999
0.91,33422
0.91,99999
0.91,99999
0.91,25862
0.91,99999
0.91,18116
0.91,18160
0.91,41228
0.91,99999
0.91,46138
0.91,88411
0.91,19919
0.91,99999
0.91,99999
0.91,33797
0.91,14845
0.91,25787
0.91,29347
0.91,62715
0.91,99999
0.91,31332
0.91,54645
0.91,20975
0.91,16726
0.91,15992
0.91,19374
0.91,99999
0.91,99999
0.91,99999
0.91,24096
0.91,94433
0.91,14169
0.91,16517
0.91,23242
0.91,99999
0.91,99999
0.91,34291
0.91,26351
0.91,21832
0.91,41967
0.91,20063
0.91,99999
0.91,99999
0.91,99999
0.91,99999
0.91,31925
0.91,9208
0.91,99999
0.91,13142
0.91,11445
0.91,22077
0.91,22577
0.91,99999
0.91,99999
0.91,73947
0.91,99999
0.91,99999
0.91,25503
0.91,99999
0.91,99999
0.91,13339
0.91,99999
0.91,19968
0.91,37809
0.91,99999
0.91,99999
0.91,17337
0.91,99999
0.91,61642
0.91,90054
0.91,17170
0.91,19473
0.91,12070
0.91,99999
0.91,24778
0.91,26380
0.91,20381
0.91,99999
0.91,99999
0.91,99999
0.91,88527
0.91,99999
0.91,28144
0.91,99999
0.92,21791
0.92,29629
0.92,99999
0.92,19811
0.92,31913
0.92,15566
0.92,93530
0.92,99999
0.92,99999
0.92,12165
0.92,99999
0.92,42170
0.92,99999
0.92,99999
0.92,21764
0.92,99999
0.92,99999
0.92,99999
0.92,99999
0.92,99999
0.92,54484
0.92,24419
0.92,99999
0.92,33311
0.92,99999
0.92,99999
0.92,99999
0.92,26994
0.92,99999
0.92,99999
0.92,99999
0.92,99999
0.92,25383
0.92,99999
0.92,97454
0.92,99999
0.92,17283
0.92,99999
0.92,99999
0.92,21622
0.92,30007
0.92,99999
0.92,6835
0.92,28416
0.92,19576
0.92,99999
0.92,65710
0.92,99999
0.92,19695
0.92,23130
0.92,18024
0.92,99999
0.92,24743
0.92,99999
0.92,99999
0.92,99999
0.92,14841
0.92,97709
0.92,99999
0.92,14759
0.92,99999
0.92,21536
0.92,8710
0.92,28404
0.92,22504
0.92,99999
0.92,22625
0.92,13552
0.92,99999
0.92,99999
0.92,18126
0.92,38165
0.92,26058
0.92,99999
0.92,99999
0.92,99999
0.92,99999
0.92,32172
0.92,23654
0.92,16033
0.92,99999
0.92,27212
0.92,23071
0.92,99999
0.92,99999
0.92,21302
0.92,14020
0.92,23410
0.92,99999
0.92,99999
0.92,33203
0.92,17934
0.92,99999
0.92,27046
0.92,22798
0.92,99999
0.92,18851
0.92,99999
0.92,99999
0.92,99999
0.93,99999
0.93,99999
0.93,23179
0.93,25215
0.93,28934
0.93,99999
0.93,99999
0.93,99999
0.93,99999
0.93,99999
0.93,28682
0.93,35220
0.93,99999
0.93,99999
0.93,99999
0.93,99999
0.93,29130
0.93,45899
0.93,99999
0.93,99999
0.93,36726
0.93,24721
0.93,99999
0.93,88021
0.93,99999
0.93,99999
0.93,22132
0.93,27867
0.93,99999
0.93,99999
0.93,99999
0.93,99999
0.93,19379
0.93,77205
0.93,20456
0.93,99999
0.93,99999
0.93,99999
0.93,99999
0.93,29726
0.93,29660
0.93,99999
0.93,20022
0.93,99999
0.93,99999
0.93,82940
0.93,99999
0.93,99999
0.93,99999
0.93,99999
0.93,23799
0.93,99999
0.93,17832
0.93,34871
0.93,20009
0.93,31625
0.93,99999
0.93,99999
0.93,14263
0.93,22992
0.93,52025
0.93,10432
0.93,99999
0.93,99999
0.93,29616
0.93,99999
0.93,99999
0.93,42509
0.93,99999
0.93,99999
0.93,38123
0.93,59000
0.93,99999
0.93,25120
0.93,99999
0.93,99999
0.93,99999
0.93,99999
0.93,36961
0.93,18831
0.93,26291
0.93,27772
0.93,18857
0.93,99999
0.93,34048
0.93,99999
0.93,20373
0.93,54057
0.93,30609
0.93,99999
0.93,18916
0.93,43280
0.93,99999
0.93,17970
0.93,90324
0.93,99999
0.93,99999
0.93,99999
0.93,61225
0.93,99999
0.94,22097
0.94,21554
0.94,23263
0.94,99999
0.94,29256
0.94,16084
0.94,84809
0.94,99999
0.94,99999
0.94,24261
0.94,47908
0.94,99999
0.94,40693
0.94,99999
0.94,99999
0.94,99999
0.94,99999
0.94,38943
0.94,77368
0.94,27992
0.94,37991
0.94,99999
0.94,27145
0.94,16617
0.94,99999
0.94,99999
0.94,99999
0.94,14960
0.94,44742
0.94,99999
0.94,99999
0.94,99999
0.94,30349
0.94,99999
0.94,15310
0.94,99999
0.94,99999
0.94,99999
0.94,99999
0.94,21283
0.94,22361
0.94,99999
0.94,25512
0.94,99999
0.94,45983
0.94,37836
0.94,22962
0.94,16385
0.94,26661
0.94,99999
0.94,35286
0.94,99999
0.94,99999
0.94,40629
0.94,17538
0.94,41300
0.94,99999
0.94,43373
0.94,99999
0.94,99999
0.94,99999
0.94,44510
0.94,9286
0.94,99999
0.94,15120
0.94,99999
0.94,22305
0.94,25463
0.94,99999
0.94,26647
0.94,15204
0.94,99999
0.94,23826
0.94,99999
0.94,52135
0.94,99999
0.94,99999
0.94,99999
0.94,29384
0.94,99999
0.94,25137
0.94,30028
0.94,31269
0.94,28027
0.94,99999
0.94,99999
0.94,14624
0.94,99999
0.94,25843
0.94,99999
0.94,18285
0.94,99999
0.94,18110
0.94,99999
0.94,99999
0.94,99999
0.94,99999
0.94,99999
0.94,99999
0.94,99999
0.95,99999
0.95,99999
0.95,25514
0.95,59981
0.95,27504
0.95,99999
0.95,29467
0.95,99999
0.95,99999
0.95,99999
0.95,99999
0.95,99999
0.95,99999
0.95,30535
0.95,58183
0.95,56648
0.95,14176
0.95,99999
0.95,99999
0.95,27178
0.95,99999
0.95,99999
0.95,99999
0.95,55408
0.95,23291
0.95,99999
0.95,99999
0.95,99999
0.95,52007
0.95,99999
0.95,99999
0.95,99999
0.95,99999
0.95,16330
0.95,45065
0.95,99999
0.95,17702
0.95,12089
0.95,99999
0.95,26104
0.95,66142
0.95,71030
0.95,49394
0.95,31643
0.95,23730
0.95,26712
0.95,18386
0.95,20820
0.95,15427
0.95,99999
0.95,25842
0.95,99999
0.95,99999
0.95,17020
0.95,99999
0.95,99999
0.95,99999
0.95,98657
0.95,99999
0.95,25273
0.95,99999
0.95,36879
0.95,99999
0.95,43963
0.95,99999
0.95,99999
0.95,37395
0.95,18480
0.95,99999
0.95,99999
0.95,99999
0.95,35517
0.95,32386
0.95,99999
0.95,16685
0.95,99999
0.95,99999
0.95,25741
0.95,99999
0.95,99999
0.95,99999
0.95,99999
0.95,37585
0.95,99999
0.95,99999
0.95,41614
0.95,99999
0.95,14181
0.95,99999
0.95,99999
0.95,99999
0.95,99999
0.95,23024
0.95,99999
0.95,47028
0.95,99999
0.95,30976
0.95,99999
0.95,99999
0.95,99999
0.96,99999
0.96,99999
0.96,46361
0.96,99999
0.96,99999
0.96,99999
0.96,85184
0.96,14838
0.96,99999
0.96,17167
0.96,38011
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.96,35365
0.96,25918
0.96,99999
0.96,37663
0.96,10354
0.96,99999
0.96,99999
0.96,37758
0.96,99999
0.96,39610
0.96,99999
0.96,99999
0.96,99999
0.96,91318
0.96,99999
0.96,23551
0.96,99999
0.96,8265
0.96,99999
0.96,99999
0.96,99999
0.96,25291
0.96,99999
0.96,24438
0.96,15358
0.96,34496
0.96,55971
0.96,99999
0.96,99999
0.96,20625
0.96,99999
0.96,29450
0.96,99999
0.96,68088
0.96,99999
0.96,99999
0.96,30651
0.96,23344
0.96,27793
0.96,53696
0.96,99999
0.96,46602
0.96,95301
0.96,32239
0.96,99999
0.96,29989
0.96,99999
0.96,30972
0.96,99999
0.96,99999
0.96,99999
0.96,68960
0.96,20353
0.96,30703
0.96,47574
0.96,20485
0.96,99999
0.96,99999
0.96,99999
0.96,10432
0.96,26603
0.96,99999
0.96,52835
0.96,6832
0.96,99999
0.96,99999
0.96,29077
0.96,24436
0.96,19049
0.96,47652
0.96,42115
0.96,99999
0.96,25927
0.96,99999
0.96,37207
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.96,99999
0.97,29839
0.97,25760
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,21617
0.97,99999
0.97,37563
0.97,99999
0.97,99999
0.97,28547
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,39891
0.97,54297
0.97,41934
0.97,29241
0.97,44321
0.97,99999
0.97,38291
0.97,99999
0.97,99999
0.97,99999
0.97,24560
0.97,33728
0.97,99999
0.97,99999
0.97,19541
0.97,36884
0.97,99999
0.97,99999
0.97,22151
0.97,29646
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,23139
0.97,99999
0.97,99999
0.97,20418
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,54615
0.97,18460
0.97,99999
0.97,99999
0.97,23330
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,21186
0.97,99999
0.97,12242
0.97,99999
0.97,99999
0.97,24581
0.97,99999
0.97,99999
0.97,28933
0.97,99999
0.97,99999
0.97,18370
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,17967
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,46604
0.97,99999
0.97,99999
0.97,42034
0.97,99999
0.97,9042
0.97,19569
0.97,20051
0.97,99999
0.97,99999
0.97,99999
0.97,99999
0.97,33016
0.97,99999
0.97,99999
0.98,99999
0.98,44525
0.98,28149
0.98,43757
0.98,68498
0.98,99999
0.98,19741
0.98,99999
0.98,99999
0.98,99999
0.98,64732
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,33744
0.98,99999
0.98,99999
0.98,24017
0.98,21559
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,42048
0.98,99999
0.98,29353
0.98,99999
0.98,31945
0.98,99999
0.98,70394
0.98,99999
0.98,22843
0.98,74070
0.98,27573
0.98,35720
0.98,88570
0.98,99999
0.98,99999
0.98,22304
0.98,60991
0.98,16799
0.98,99999
0.98,42303
0.98,99999
0.98,99999
0.98,37266
0.98,34721
0.98,32600
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,21103
0.98,16057
0.98,99999
0.98,33765
0.98,99999
0.98,99999
0.98,99999
0.98,99999
0.98,24957
0.98,99999
0.98,31130
0.98,99999
0.98,99999
0.98,29235
0.98,75398
0.98,99999
0.98,99999
0.98,99999
0.98,31744
0.98,99999
0.98,99999
0.98,99999
0.98,19943
0.98,46382
0.98,99999
0.98,99999
0.98,30548
0.98,17799
0.98,15050
0.98,99999
0.98,99999
0.98,99999
0.98,34139
0.98,99999
0.98,76787
0.98,99999
0.99,31101
0.99,99999
0.99,27090
0.99,99999
0.99,99999
0.99,36737
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,24088
0.99,99999
0.99,99999
0.99,90559
0.99,99999
0.99,99999
0.99,25932
0.99,24881
0.99,99999
0.99,99999
0.99,95081
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,22635
0.99,99999
0.99,22670
0.99,99999
0.99,99999
0.99,66293
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,22007
0.99,99999
0.99,99999
0.99,99999
0.99,40622
0.99,99999
0.99,46217
0.99,99999
0.99,59178
0.99,99999
0.99,23438
0.99,99999
0.99,24087
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,35710
0.99,99999
0.99,99999
0.99,29642
0.99,80509
0.99,40035
0.99,42718
0.99,99999
0.99,38726
0.99,99999
0.99,99999
0.99,61207
0.99,99999
0.99,38293
0.99,99999
0.99,99999
0.99,12487
0.99,38348
0.99,20325
0.99,99999
0.99,99999
0.99,30969
0.99,99999
0.99,99999
0.99,99999
0.99,99999
0.99,20404
0.99,99999
0.99,99999
0.99,86029
