alpha,steps
0.4,5398
0.4,4958
0.4,4503
0.4,6347
0.4,8949
0.4,7640
0.4,5575
0.41,4823
0.41,7869
0.41,10901
0.41,6221
0.41,2969
0.41,4591
0.41,6721
0.41,6504
0.41,7458
0.41,7271
0.41,5987
0.41,3943
0.41,13259
0.41,5988
0.41,5992
0.41,8039
0.41,6580
0.41,19951
0.41,4977
0.41,6570
0.41,5160
0.41,8591
0.41,10952
0.41,11870
0.41,15458
0.41,6052
0.41,9917
0.41,6079
0.41,9046
0.41,6068
0.41,5422
0.41,7366
0.41,6554
0.41,7204
0.41,8213
0.41,6923
0.41,9852
0.41,3466
0.41,7672
0.41,6855
0.41,7475
0.41,9511
0.41,5236
0.41,3107
0.41,8208
0.41,6689
0.41,6019
0.41,5874
0.41,5660
0.41,4208
0.41,6007
0.41,9719
0.41,4997
0.41,12026
0.41,3696
0.41,7651
0.41,5085
0.41,8838
0.41,7171
0.41,9216
0.41,3761
0.41,7264
0.41,7170
0.41,4442
0.41,8534
0.41,11703
0.41,6821
0.41,7220
0.41,3970
0.41,4578
0.41,5412
0.41,7599
0.41,9647
0.41,11029
0.41,7015
0.41,4976
0.41,5164
0.41,4884
0.41,5677
0.41,5755
0.41,4528
0.41,7880
0.41,17930
0.41,4871
0.41,9535
0.41,5431
0.41,6245
0.41,4382
0.41,4369
0.41,10672
0.41,4305
0.41,7399
0.41,6987
0.41,7378
0.41,10159
0.41,15877
0.41,6829
0.41,9008
0.41,6503
0.41,6670
0.42,4877
0.42,6264
0.42,5466
0.42,6861
0.42,6270
0.42,6221
0.42,3659
0.42,4029
0.42,7972
0.42,2431
0.42,10337
0.42,7374
0.42,10188
0.42,6580
0.42,7790
0.42,10895
0.42,6513
0.42,7506
0.42,8008
0.42,6107
0.42,5689
0.42,7623
0.42,5385
0.42,6757
0.42,6772
0.42,8109
0.42,7347
0.42,7517
0.42,4553
0.42,7789
0.42,4917
0.42,8831
0.42,8516
0.42,10650
0.42,4400
0.42,4764
0.42,6908
0.42,7226
0.42,7389
0.42,4798
0.42,11547
0.42,5649
0.42,10851
0.42,9773
0.42,8499
0.42,6200
0.42,9348
0.42,9669
0.42,11427
0.42,6624
0.42,4885
0.42,7306
0.42,4470
0.42,8624
0.42,6483
0.42,7070
0.42,6748
0.42,6081
0.42,9633
0.42,6773
0.42,7019
0.42,10740
0.42,7483
0.42,7619
0.42,5065
0.42,12556
0.42,8039
0.42,6568
0.42,5025
0.42,7304
0.42,5368
0.42,9695
0.42,7428
0.42,11731
0.42,3230
0.42,6885
0.42,7311
0.42,7164
0.42,7785
0.42,8532
0.42,5794
0.42,12817
0.42,4441
0.42,7762
0.42,6120
0.42,6866
0.42,4242
0.42,6544
0.42,9454
0.42,6645
0.42,6142
0.42,6478
0.42,4058
0.42,5260
0.42,6391
0.42,6042
0.42,6094
0.42,3804
0.42,4992
0.42,11160
0.43,5165
0.43,6433
0.43,6046
0.43,21699
0.43,7391
0.43,8629
0.43,6923
0.43,4146
0.43,5493
0.43,7759
0.43,6431
0.43,4590
0.43,7922
0.43,6150
0.43,9152
0.43,9317
0.43,6955
0.43,8818
0.43,6919
0.43,8080
0.43,5560
0.43,8597
0.43,5639
0.43,6853
0.43,9456
0.43,8663
0.43,28079
0.43,13835
0.43,8215
0.43,8175
0.43,6130
0.43,7180
0.43,10961
0.43,5684
0.43,3898
0.43,6119
0.43,7607
0.43,4781
0.43,7485
0.43,5792
0.43,6008
0.43,6054
0.43,3870
0.43,9937
0.43,5195
0.43,5149
0.43,9270
0.43,7193
0.43,6951
0.43,8299
0.43,4558
0.43,8124
0.43,10002
0.43,10161
0.43,7874
0.43,6159
0.43,4142
0.43,6747
0.43,9591
0.43,9099
0.43,10754
0.43,7763
0.43,4899
0.43,5959
0.43,8710
0.43,9775
0.43,7104
0.43,8054
0.43,6528
0.43,8229
0.43,7651
0.43,6891
0.43,4738
0.43,4651
0.43,6270
0.43,7504
0.43,6865
0.43,5849
0.43,11907
0.43,10164
0.43,7616
0.43,9188
0.43,8183
0.43,4553
0.43,6320
0.43,8471
0.43,7459
0.43,4929
0.43,6437
0.43,10839
0.43,8941
0.43,8092
0.43,8091
0.43,5950
0.43,6704
0.43,7845
0.43,7614
0.43,7877
0.43,10063
0.43,5823
0.44,5025
0.44,4219
0.44,4727
0.44,4282
0.44,10365
0.44,9135
0.44,7199
0.44,17668
0.44,7939
0.44,2706
0.44,6781
0.44,4088
0.44,6609
0.44,6969
0.44,8581
0.44,8813
0.44,9819
0.44,4943
0.44,8486
0.44,10730
0.44,8896
0.44,8843
0.44,11471
0.44,7186
0.44,5144
0.44,8919
0.44,8859
0.44,3685
0.44,5250
0.44,8467
0.44,5156
0.44,21075
0.44,7279
0.44,12139
0.44,12608
0.44,7242
0.44,9222
0.44,7065
0.44,6455
0.44,8914
0.44,7109
0.44,8444
0.44,2399
0.44,7225
0.44,12881
0.44,7728
0.44,5498
0.44,7732
0.44,6751
0.44,10678
0.44,5538
0.44,7585
0.44,5958
0.44,7241
0.44,4526
0.44,5421
0.44,10836
0.44,6115
0.44,4978
0.44,9811
0.44,7204
0.44,6350
0.44,10465
0.44,8918
0.44,7131
0.44,9471
0.44,7729
0.44,6165
0.44,5711
0.44,4926
0.44,4807
0.44,4650
0.44,7444
0.44,6228
0.44,7936
0.44,9506
0.44,11194
0.44,8351
0.44,7728
0.44,5028
0.44,4285
0.44,5391
0.44,3785
0.44,10305
0.44,8801
0.44,5661
0.44,5886
0.44,6336
0.44,7763
0.44,9688
0.44,4257
0.44,6455
0.44,8966
0.44,8444
0.44,8423
0.44,20165
0.44,5204
0.44,6562
0.44,5665
0.44,3555
0.45,3941
0.45,8483
0.45,9205
0.45,8103
0.45,5045
0.45,5754
0.45,9661
0.45,12201
0.45,2860
0.45,7968
0.45,5671
0.45,5397
0.45,5495
0.45,12158
0.45,7448
0.45,7116
0.45,11022
0.45,8508
0.45,5992
0.45,7806
0.45,7986
0.45,4895
0.45,5754
0.45,3525
0.45,9685
0.45,5346
0.45,12093
0.45,18001
0.45,8608
0.45,10618
0.45,4904
0.45,5243
0.45,14902
0.45,11478
0.45,7089
0.45,4755
0.45,11987
0.45,8238
0.45,6213
0.45,5023
0.45,9474
0.45,6746
0.45,8854
0.45,10484
0.45,5600
0.45,5931
0.45,4596
0.45,5649
0.45,5987
0.45,11679
0.45,6060
0.45,7152
0.45,10665
0.45,10537
0.45,4505
0.45,12158
0.45,11168
0.45,7947
0.45,9229
0.45,5730
0.45,10060
0.45,5445
0.45,7252
0.45,4815
0.45,4625
0.45,6433
0.45,17089
0.45,6947
0.45,8321
0.45,7905
0.45,7304
0.45,6575
0.45,8443
0.45,9218
0.45,6508
0.45,5752
0.45,13773
0.45,9957
0.45,11107
0.45,8455
0.45,6139
0.45,8556
0.45,9227
0.45,7394
0.45,8728
0.45,9236
0.45,5341
0.45,4682
0.45,12365
0.45,7605
0.45,5740
0.45,15459
0.45,5187
0.45,16905
0.45,8386
0.45,3902
0.45,6032
0.45,3400
0.45,6153
0.45,13179
0.46,6331
0.46,8747
0.46,7199
0.46,8999
0.46,6791
0.46,11100
0.46,9041
0.46,6285
0.46,10713
0.46,7258
0.46,6569
0.46,7793
0.46,7982
0.46,6903
0.46,7355
0.46,4730
0.46,8096
0.46,11177
0.46,4653
0.46,5921
0.46,12463
0.46,7273
0.46,8470
0.46,19246
0.46,3394
0.46,9620
0.46,10093
0.46,12866
0.46,11232
0.46,8811
0.46,5967
0.46,4375
0.46,10114
0.46,5856
0.46,16804
0.46,3948
0.46,5977
0.46,9614
0.46,9606
0.46,10286
0.46,8915
0.46,26043
0.46,6119
0.46,18492
0.46,24905
0.46,11707
0.46,13216
0.46,9044
0.46,4878
0.46,8465
0.46,10306
0.46,8045
0.46,9298
0.46,6324
0.46,9217
0.46,9531
0.46,9921
0.46,5866
0.46,7485
0.46,7187
0.46,19597
0.46,6297
0.46,5071
0.46,12384
0.46,5159
0.46,6805
0.46,3584
0.46,3619
0.46,7896
0.46,10409
0.46,15087
0.46,5785
0.46,5412
0.46,3610
0.46,12385
0.46,3522
0.46,3388
0.46,7025
0.46,5375
0.46,10580
0.46,8752
0.46,13107
0.46,6640
0.46,5678
0.46,5850
0.46,8479
0.46,11358
0.46,6702
0.46,11667
0.46,7503
0.46,6322
0.46,4524
0.46,9195
0.46,11682
0.46,9545
0.46,12012
0.46,48354
0.46,6755
0.46,4192
0.46,4742
0.47,6371
0.47,10131
0.47,15714
0.47,8650
0.47,5870
0.47,12357
0.47,6577
0.47,7108
0.47,6809
0.47,8176
0.47,5927
0.47,8236
0.47,8829
0.47,5847
0.47,7493
0.47,10138
0.47,9046
0.47,9947
0.47,10499
0.47,12465
0.47,6872
0.47,10205
0.47,12491
0.47,11344
0.47,9942
0.47,6784
0.47,8918
0.47,6602
0.47,6755
0.47,6603
0.47,5875
0.47,11750
0.47,7793
0.47,7510
0.47,18409
0.47,4773
0.47,5759
0.47,13274
0.47,7488
0.47,7352
0.47,4553
0.47,10449
0.47,6649
0.47,7033
0.47,3533
0.47,14760
0.47,4721
0.47,6407
0.47,8842
0.47,8621
0.47,6232
0.47,5990
0.47,6312
0.47,7875
0.47,7636
0.47,5407
0.47,8926
0.47,8381
0.47,5349
0.47,10841
0.47,10141
0.47,9851
0.47,7782
0.47,9646
0.47,6803
0.47,5405
0.47,5985
0.47,6969
0.47,3933
0.47,8078
0.47,7319
0.47,10291
0.47,8848
0.47,7486
0.47,7261
0.47,7385
0.47,8636
0.47,4983
0.47,3998
0.47,10514
0.47,7216
0.47,11280
0.47,6484
0.47,14751
0.47,9128
0.47,7293
0.47,7218
0.47,11875
0.47,11180
0.47,7421
0.47,6065
0.47,6217
0.47,18764
0.47,6056
0.47,9435
0.47,7893
0.47,5753
0.47,4293
0.47,5698
0.47,3934
0.48,5848
0.48,7400
0.48,6931
0.48,8788
0.48,12285
0.48,10493
0.48,10757
0.48,9790
0.48,8338
0.48,9712
0.48,5480
0.48,7639
0.48,8576
0.48,14068
0.48,7908
0.48,3518
0.48,7411
0.48,6772
0.48,7430
0.48,3709
0.48,4124
0.48,4759
0.48,9467
0.48,8576
0.48,7525
0.48,5138
0.48,8279
0.48,8468
0.48,9611
0.48,8368
0.48,5598
0.48,8811
0.48,5554
0.48,6386
0.48,8149
0.48,13243
0.48,10628
0.48,5771
0.48,5177
0.48,8465
0.48,7628
0.48,10627
0.48,7444
0.48,6862
0.48,5444
0.48,7564
0.48,6904
0.48,11230
0.48,6724
0.48,9763
0.48,8188
0.48,9673
0.48,6190
0.48,8940
0.48,11398
0.48,18931
0.48,10013
0.48,13589
0.48,9541
0.48,5599
0.48,7811
0.48,6772
0.48,8120
0.48,6663
0.48,9392
0.48,7598
0.48,13061
0.48,8912
0.48,11875
0.48,6480
0.48,10057
0.48,9527
0.48,9796
0.48,6419
0.48,9884
0.48,7085
0.48,3536
0.48,6949
0.48,8458
0.48,11358
0.48,10336
0.48,12169
0.48,11522
0.48,3726
0.48,6547
0.48,5743
0.48,10319
0.48,4352
0.48,7233
0.48,7739
0.48,5264
0.48,6098
0.48,6820
0.48,9924
0.48,12545
0.48,6341
0.48,11729
0.48,8844
0.48,9936
0.48,9471
0.49,10883
0.49,10710
0.49,26749
0.49,14097
0.49,6416
0.49,14110
0.49,11010
0.49,10617
0.49,10113
0.49,8578
0.49,10192
0.49,7618
0.49,12023
0.49,7233
0.49,6264
0.49,5197
0.49,11691
0.49,6934
0.49,10931
0.49,9283
0.49,7315
0.49,9350
0.49,7048
0.49,11240
0.49,6500
0.49,7272
0.49,9588
0.49,8711
0.49,5092
0.49,5577
0.49,10657
0.49,10262
0.49,10433
0.49,8048
0.49,18460
0.49,8868
0.49,7115
0.49,7562
0.49,12569
0.49,11154
0.49,12934
0.49,10118
0.49,14658
0.49,7027
0.49,8542
0.49,8313
0.49,7970
0.49,12099
0.49,9103
0.49,12074
0.49,8521
0.49,5326
0.49,8663
0.49,10226
0.49,7168
0.49,14704
0.49,12411
0.49,3896
0.49,6855
0.49,11262
0.49,9331
0.49,4456
0.49,7399
0.49,8530
0.49,6397
0.49,10256
0.49,6708
0.49,12979
0.49,9835
0.49,9273
0.49,10582
0.49,7724
0.49,4303
0.49,7967
0.49,7343
0.49,9497
0.49,7013
0.49,15590
0.49,12737
0.49,6257
0.49,6500
0.49,6546
0.49,9910
0.49,8119
0.49,13238
0.49,8862
0.49,7838
0.49,16582
0.49,10017
0.49,10650
0.49,7655
0.49,8340
0.49,9771
0.49,7143
0.49,7789
0.49,4390
0.49,12104
0.49,7655
0.49,10649
0.49,10626
0.5,11611
0.5,6441
0.5,10845
0.5,12428
0.5,3974
0.5,9987
0.5,6898
0.5,10495
0.5,9366
0.5,10993
0.5,3837
0.5,11976
0.5,14804
0.5,9372
0.5,8920
0.5,7337
0.5,10928
0.5,14195
0.5,18064
0.5,27138
0.5,13642
0.5,6297
0.5,9699
0.5,16683
0.5,7215
0.5,4499
0.5,10788
0.5,17449
0.5,7625
0.5,6799
0.5,9262
0.5,8197
0.5,9969
0.5,8664
0.5,9126
0.5,6007
0.5,8263
0.5,7548
0.5,9086
0.5,7782
0.5,9927
0.5,10834
0.5,11178
0.5,10114
0.5,6006
0.5,7409
0.5,11694
0.5,4961
0.5,5863
0.5,14654
0.5,8224
0.5,6985
0.5,6620
0.5,9192
0.5,12149
0.5,15994
0.5,3388
0.5,8053
0.5,4859
0.5,8033
0.5,8356
0.5,5645
0.5,11170
0.5,8829
0.5,11412
0.5,8204
0.5,5462
0.5,7569
0.5,9793
0.5,16311
0.5,4388
0.5,7154
0.5,7926
0.5,6674
0.5,11210
0.5,8029
0.5,9111
0.5,4788
0.5,5152
0.5,5949
0.5,10034
0.5,11222
0.5,5587
0.5,12122
0.5,5182
0.5,11079
0.5,12504
0.5,20488
0.5,7082
0.5,17634
0.5,9992
0.5,9551
0.5,4591
0.5,12706
0.5,9312
0.5,12104
0.5,10760
0.5,7913
0.5,10463
0.5,12878
0.51,15007
0.51,12085
0.51,6393
0.51,6913
0.51,10987
0.51,6793
0.51,3129
0.51,10388
0.51,13392
0.51,8182
0.51,10766
0.51,8400
0.51,5810
0.51,7368
0.51,8919
0.51,7963
0.51,9454
0.51,5683
0.51,5384
0.51,15354
0.51,14956
0.51,7741
0.51,18538
0.51,9932
0.51,6467
0.51,4015
0.51,8143
0.51,14781
0.51,7421
0.51,15615
0.51,6259
0.51,21637
0.51,14534
0.51,4387
0.51,6304
0.51,7022
0.51,7453
0.51,9877
0.51,7429
0.51,50985
0.51,11653
0.51,10524
0.51,5854
0.51,6543
0.51,10710
0.51,13627
0.51,9676
0.51,7766
0.51,7166
0.51,7786
0.51,29017
0.51,20539
0.51,13702
0.51,8050
0.51,7070
0.51,6956
0.51,7128
0.51,21809
0.51,9301
0.51,6435
0.51,9099
0.51,8635
0.51,13383
0.51,6701
0.51,11011
0.51,6056
0.51,11734
0.51,9631
0.51,7113
0.51,13275
0.51,7917
0.51,9829
0.51,13273
0.51,13779
0.51,5260
0.51,7729
0.51,6311
0.51,4697
0.51,12413
0.51,11394
0.51,28290
0.51,14399
0.51,9513
0.51,8533
0.51,8501
0.51,7626
0.51,19360
0.51,13601
0.51,14816
0.51,6509
0.51,7447
0.51,11125
0.51,11167
0.51,4635
0.51,8099
0.51,6712
0.51,4914
0.51,8417
0.51,9010
0.51,8235
0.52,11024
0.52,10760
0.52,19869
0.52,11102
0.52,7277
0.52,6605
0.52,7560
0.52,11994
0.52,5292
0.52,10949
0.52,10826
0.52,7067
0.52,11274
0.52,62156
0.52,6133
0.52,8345
0.52,6898
0.52,13520
0.52,15050
0.52,5556
0.52,5648
0.52,8166
0.52,8078
0.52,10144
0.52,8099
0.52,8812
0.52,12653
0.52,12487
0.52,7837
0.52,12524
0.52,3728
0.52,14366
0.52,6125
0.52,8044
0.52,8313
0.52,7658
0.52,7064
0.52,9710
0.52,11706
0.52,11404
0.52,5115
0.52,11308
0.52,4989
0.52,9484
0.52,8858
0.52,12045
0.52,18190
0.52,21037
0.52,7146
0.52,8687
0.52,10330
0.52,12356
0.52,5649
0.52,10557
0.52,21279
0.52,14720
0.52,33982
0.52,8213
0.52,5953
0.52,8696
0.52,11931
0.52,6846
0.52,14406
0.52,11180
0.52,6274
0.52,13711
0.52,5104
0.52,8239
0.52,63619
0.52,9923
0.52,10491
0.52,8660
0.52,13642
0.52,4854
0.52,6323
0.52,9050
0.52,7572
0.52,8935
0.52,11356
0.52,11620
0.52,12543
0.52,7327
0.52,6483
0.52,10776
0.52,11670
0.52,10178
0.52,6886
0.52,9897
0.52,3499
0.52,11786
0.52,8223
0.52,13969
0.52,5703
0.52,12181
0.52,7762
0.52,12388
0.52,7987
0.52,6037
0.52,16654
0.52,5452
0.53,6318
0.53,13281
0.53,8341
0.53,12880
0.53,7534
0.53,7303
0.53,9610
0.53,6246
0.53,9691
0.53,6124
0.53,11008
0.53,6686
0.53,6897
0.53,6714
0.53,11330
0.53,10869
0.53,5766
0.53,13777
0.53,12458
0.53,12339
0.53,8791
0.53,8647
0.53,10967
0.53,25264
0.53,7839
0.53,8328
0.53,8156
0.53,7680
0.53,10057
0.53,18353
0.53,10579
0.53,9878
0.53,25537
0.53,8764
0.53,10886
0.53,11805
0.53,18294
0.53,12223
0.53,5672
0.53,4680
0.53,13603
0.53,5273
0.53,14485
0.53,21035
0.53,7129
0.53,12545
0.53,9511
0.53,10185
0.53,8306
0.53,8190
0.53,8466
0.53,8031
0.53,11668
0.53,11774
0.53,12153
0.53,11959
0.53,7284
0.53,6010
0.53,10983
0.53,11149
0.53,6790
0.53,9059
0.53,11883
0.53,9633
0.53,9514
0.53,12312
0.53,6490
0.53,8849
0.53,6367
0.53,12818
0.53,11245
0.53,14385
0.53,15074
0.53,13391
0.53,10087
0.53,14218
0.53,5215
0.53,13447
0.53,10121
0.53,9871
0.53,14090
0.53,9961
0.53,7864
0.53,10547
0.53,11310
0.53,14199
0.53,5967
0.53,11488
0.53,9929
0.53,6134
0.53,11604
0.53,3878
0.53,9130
0.53,8027
0.53,9723
0.53,12174
0.53,29580
0.53,9278
0.53,3920
0.53,10741
0.54,13956
0.54,6842
0.54,11299
0.54,12384
0.54,11402
0.54,24134
0.54,13299
0.54,9017
0.54,10621
0.54,11178
0.54,6346
0.54,10389
0.54,6334
0.54,15050
0.54,3093
0.54,10252
0.54,6419
0.54,16746
0.54,10208
0.54,8989
0.54,10523
0.54,8253
0.54,9505
0.54,14727
0.54,8256
0.54,11105
0.54,14547
0.54,5694
0.54,10366
0.54,11010
0.54,9347
0.54,12642
0.54,7436
0.54,8589
0.54,6839
0.54,14950
0.54,17566
0.54,8837
0.54,8284
0.54,13200
0.54,11266
0.54,6930
0.54,14201
0.54,16554
0.54,7428
0.54,10102
0.54,12592
0.54,7543
0.54,7314
0.54,14071
0.54,9688
0.54,22160
0.54,13855
0.54,9385
0.54,16398
0.54,13358
0.54,6660
0.54,10805
0.54,6856
0.54,8639
0.54,7622
0.54,10863
0.54,16513
0.54,11845
0.54,5038
0.54,11281
0.54,15425
0.54,8541
0.54,6747
0.54,13329
0.54,9818
0.54,9401
0.54,6556
0.54,70652
0.54,8782
0.54,11606
0.54,6499
0.54,15341
0.54,14167
0.54,20161
0.54,10113
0.54,16451
0.54,8532
0.54,9898
0.54,5402
0.54,6623
0.54,7058
0.54,8249
0.54,9258
0.54,8017
0.54,6631
0.54,8305
0.54,10798
0.54,8338
0.54,10049
0.54,6926
0.54,6790
0.54,8815
0.54,14287
0.54,4914
0.55,6822
0.55,8051
0.55,8237
0.55,11428
0.55,11068
0.55,7078
0.55,12760
0.55,33582
0.55,5189
0.55,9498
0.55,10296
0.55,6113
0.55,11214
0.55,6472
0.55,10947
0.55,12743
0.55,4624
0.55,20817
0.55,7433
0.55,15652
0.55,8465
0.55,5557
0.55,8730
0.55,10319
0.55,12148
0.55,9244
0.55,5402
0.55,14484
0.55,14035
0.55,11241
0.55,9415
0.55,8822
0.55,5835
0.55,9704
0.55,17523
0.55,7472
0.55,15630
0.55,10134
0.55,10162
0.55,11418
0.55,17311
0.55,12075
0.55,9795
0.55,19356
0.55,8035
0.55,11201
0.55,10536
0.55,8980
0.55,10809
0.55,20294
0.55,10023
0.55,19343
0.55,5381
0.55,8764
0.55,18095
0.55,14163
0.55,16313
0.55,7470
0.55,9336
0.55,16793
0.55,8962
0.55,10117
0.55,34228
0.55,10008
0.55,4620
0.55,24520
0.55,17581
0.55,14698
0.55,15653
0.55,9660
0.55,13970
0.55,8587
0.55,9580
0.55,11746
0.55,6015
0.55,9128
0.55,20350
0.55,7883
0.55,16647
0.55,10235
0.55,11074
0.55,5540
0.55,49587
0.55,7396
0.55,8970
0.55,11132
0.55,11337
0.55,10261
0.55,12467
0.55,60414
0.55,13512
0.55,5939
0.55,9429
0.55,9833
0.55,15250
0.55,8318
0.55,6714
0.55,7923
0.55,8910
0.55,7468
0.56,10101
0.56,11542
0.56,7929
0.56,13892
0.56,11341
0.56,7596
0.56,8671
0.56,11619
0.56,16243
0.56,10090
0.56,14047
0.56,5915
0.56,15671
0.56,11243
0.56,24829
0.56,14664
0.56,9647
0.56,21418
0.56,10429
0.56,22475
0.56,7362
0.56,11750
0.56,11584
0.56,10770
0.56,7034
0.56,11335
0.56,5962
0.56,26292
0.56,21150
0.56,16359
0.56,7122
0.56,9642
0.56,16502
0.56,10172
0.56,13283
0.56,12866
0.56,10000
0.56,13136
0.56,41643
0.56,10799
0.56,15464
0.56,10367
0.56,8889
0.56,25238
0.56,10374
0.56,15866
0.56,10752
0.56,11107
0.56,8020
0.56,9431
0.56,4957
0.56,12149
0.56,10350
0.56,11841
0.56,8689
0.56,10991
0.56,19845
0.56,8089
0.56,99999
0.56,23078
0.56,9489
0.56,11409
0.56,17154
0.56,7161
0.56,8767
0.56,12565
0.56,13730
0.56,7431
0.56,8918
0.56,23487
0.56,9301
0.56,10488
0.56,9779
0.56,5548
0.56,7804
0.56,11431
0.56,10957
0.56,24756
0.56,9451
0.56,5535
0.56,8030
0.56,12166
0.56,34976
0.56,9518
0.56,9722
0.56,11623
0.56,6481
0.56,10153
0.56,10858
0.56,11990
0.56,9037
0.56,15717
0.56,17096
0.56,8373
0.56,13109
0.56,12800
0.56,4133
0.56,8398
0.56,8905
0.56,9354
0.57,10658
0.57,12925
0.57,9546
0.57,7164
0.57,8985
0.57,14451
0.57,8099
0.57,46388
0.57,23783
0.57,9871
0.57,7286
0.57,30417
0.57,14096
0.57,4262
0.57,66489
0.57,12884
0.57,9324
0.57,9707
0.57,6629
0.57,8113
0.57,13101
0.57,12441
0.57,11171
0.57,13924
0.57,15553
0.57,14690
0.57,11610
0.57,8788
0.57,6832
0.57,13021
0.57,14840
0.57,67210
0.57,7365
0.57,10269
0.57,11840
0.57,8493
0.57,10167
0.57,11960
0.57,6565
0.57,13573
0.57,5808
0.57,33017
0.57,8131
0.57,58302
0.57,8658
0.57,6403
0.57,11142
0.57,55568
0.57,12109
0.57,6751
0.57,14753
0.57,8188
0.57,5361
0.57,10820
0.57,8611
0.57,13883
0.57,6727
0.57,15814
0.57,13082
0.57,8749
0.57,8058
0.57,32026
0.57,14986
0.57,11956
0.57,9760
0.57,8847
0.57,15541
0.57,4722
0.57,12899
0.57,14275
0.57,13888
0.57,7962
0.57,12363
0.57,11887
0.57,18027
0.57,15016
0.57,11098
0.57,11780
0.57,7677
0.57,7331
0.57,25733
0.57,5828
0.57,10236
0.57,17089
0.57,11582
0.57,12469
0.57,17315
0.57,17555
0.57,15179
0.57,9309
0.57,10077
0.57,5908
0.57,17498
0.57,17427
0.57,8874
0.57,8757
0.57,10499
0.57,10842
0.57,52104
0.57,8770
0.58,10371
0.58,11259
0.58,12451
0.58,6866
0.58,9809
0.58,17586
0.58,7793
0.58,16755
0.58,11782
0.58,5259
0.58,6656
0.58,8053
0.58,7263
0.58,6421
0.58,8341
0.58,13593
0.58,52489
0.58,11805
0.58,99999
0.58,9262
0.58,9339
0.58,7904
0.58,6852
0.58,12508
0.58,12830
0.58,34602
0.58,12677
0.58,7502
0.58,8458
0.58,15604
0.58,6590
0.58,13270
0.58,7330
0.58,11946
0.58,12083
0.58,15312
0.58,58575
0.58,8486
0.58,9961
0.58,6229
0.58,32908
0.58,13109
0.58,6536
0.58,10843
0.58,15331
0.58,11460
0.58,69068
0.58,22751
0.58,13570
0.58,8309
0.58,8731
0.58,16809
0.58,11645
0.58,18219
0.58,99999
0.58,9572
0.58,13597
0.58,31765
0.58,3842
0.58,5034
0.58,9902
0.58,6336
0.58,11289
0.58,32266
0.58,8324
0.58,23997
0.58,48966
0.58,7867
0.58,12447
0.58,21138
0.58,10898
0.58,10498
0.58,11640
0.58,12381
0.58,13640
0.58,12620
0.58,11679
0.58,23440
0.58,14784
0.58,7663
0.58,8863
0.58,20432
0.58,6294
0.58,18738
0.58,16212
0.58,13219
0.58,6529
0.58,9756
0.58,15158
0.58,15897
0.58,8077
0.58,10979
0.58,42973
0.58,11940
0.58,7580
0.58,9810
0.58,13899
0.58,11365
0.58,18648
0.58,10954
0.59,13089
0.59,17895
0.59,13377
0.59,11233
0.59,14293
0.59,28342
0.59,8511
0.59,9375
0.59,51222
0.59,15751
0.59,30647
0.59,5687
0.59,19511
0.59,9325
0.59,66246
0.59,17832
0.59,16156
0.59,16445
0.59,14333
0.59,12060
0.59,6999
0.59,7835
0.59,12829
0.59,21025
0.59,7065
0.59,16472
0.59,10213
0.59,7283
0.59,10946
0.59,16260
0.59,35186
0.59,20290
0.59,12679
0.59,12370
0.59,8663
0.59,13673
0.59,12288
0.59,14249
0.59,10530
0.59,7087
0.59,14066
0.59,8431
0.59,12344
0.59,14186
0.59,12930
0.59,15112
0.59,9991
0.59,12913
0.59,24921
0.59,8592
0.59,38754
0.59,14739
0.59,13170
0.59,8573
0.59,9958
0.59,6405
0.59,7929
0.59,4350
0.59,12860
0.59,5950
0.59,14755
0.59,9352
0.59,36447
0.59,17761
0.59,13710
0.59,11876
0.59,8236
0.59,11469
0.59,14567
0.59,13691
0.59,8873
0.59,11170
0.59,13279
0.59,8491
0.59,9201
0.59,11201
0.59,11106
0.59,6134
0.59,7772
0.59,99999
0.59,6249
0.59,16428
0.59,7566
0.59,11801
0.59,9040
0.59,12967
0.59,8583
0.59,12451
0.59,8970
0.59,10589
0.59,10766
0.59,16713
0.59,7561
0.59,7564
0.59,99999
0.59,22671
0.59,8708
0.59,6298
0.59,13766
0.59,29662
0.6,10257
0.6,10915
0.6,96739
0.6,10752
0.6,9143
0.6,98914
0.6,12159
0.6,10911
0.6,13318
0.6,13305
0.6,10889
0.6,16441
0.6,9615
0.6,12286
0.6,8398
0.6,12708
0.6,9923
0.6,99999
0.6,9598
0.6,8660
0.6,8897
0.6,11492
0.6,15980
0.6,10574
0.6,10065
0.6,12125
0.6,52885
0.6,9608
0.6,14075
0.6,14030
0.6,13011
0.6,11046
0.6,7901
0.6,14284
0.6,16742
0.6,13590
0.6,17502
0.6,21371
0.6,10277
0.6,16551
0.6,14841
0.6,12296
0.6,9722
0.6,9419
0.6,13532
0.6,12289
0.6,12598
0.6,5519
0.6,12585
0.6,11845
0.6,12155
0.6,12643
0.6,11968
0.6,10864
0.6,9106
0.6,31551
0.6,14755
0.6,19975
0.6,7864
0.6,6974
0.6,4099
0.6,8166
0.6,15940
0.6,10056
0.6,11758
0.6,72487
0.6,11008
0.6,9910
0.6,10894
0.6,18147
0.6,16642
0.6,11012
0.6,7396
0.6,12184
0.6,14576
0.6,9142
0.6,16896
0.6,99999
0.6,9796
0.6,10385
0.6,11198
0.6,9569
0.6,11387
0.6,17548
0.6,6734
0.6,10685
0.6,10549
0.6,11576
0.6,12199
0.6,14089
0.6,10681
0.6,11837
