alpha,steps
0.2,6724
0.2,4857
0.2,4207
0.2,3614
0.2,4379
0.2,2574
0.21,5494
0.21,2250
0.21,4554
0.21,2925
0.21,4921
0.21,3191
0.21,2754
0.21,1906
0.21,4679
0.21,6077
0.21,4291
0.21,3303
0.21,3449
0.21,5079
0.21,4764
0.21,4976
0.21,5103
0.21,3315
0.21,4056
0.21,5149
0.21,3738
0.21,4358
0.21,5645
0.21,6466
0.21,3272
0.21,3041
0.21,2756
0.21,5131
0.21,3028
0.21,3830
0.21,4055
0.21,3069
0.21,3689
0.21,3222
0.21,4541
0.21,3512
0.21,2493
0.21,5067
0.21,5640
0.21,4211
0.21,2965
0.21,5032
0.21,5521
0.21,5835
0.21,4425
0.21,2604
0.21,3931
0.21,3857
0.21,3577
0.21,2628
0.21,6880
0.21,4058
0.21,4226
0.21,2755
0.21,2454
0.21,2375
0.21,2829
0.21,3569
0.21,4609
0.21,3446
0.21,5923
0.21,5000
0.21,4562
0.21,4322
0.21,3783
0.21,2710
0.21,3386
0.21,3605
0.21,4084
0.21,3111
0.21,3943
0.21,4356
0.21,3707
0.21,3788
0.21,5864
0.21,4168
0.21,3962
0.21,5009
0.21,3838
0.21,4473
0.21,4956
0.21,2956
0.21,3898
0.21,2778
0.21,3954
0.21,2787
0.21,3908
0.21,4591
0.21,3972
0.21,2984
0.21,2760
0.21,5420
0.21,6296
0.21,3684
0.21,2495
0.21,3341
0.21,6528
0.21,6572
0.21,3204
0.21,2133
0.22,6301
0.22,5452
0.22,4700
0.22,6089
0.22,4492
0.22,2937
0.22,4198
0.22,4038
0.22,2905
0.22,3620
0.22,2084
0.22,2748
0.22,4183
0.22,4220
0.22,3663
0.22,4477
0.22,3313
0.22,5785
0.22,2748
0.22,2815
0.22,3271
0.22,2839
0.22,2588
0.22,3803
0.22,4643
0.22,3384
0.22,3326
0.22,3995
0.22,5638
0.22,5836
0.22,3692
0.22,3174
0.22,2771
0.22,2959
0.22,6492
0.22,3545
0.22,2710
0.22,5658
0.22,6349
0.22,2861
0.22,3784
0.22,4759
0.22,3465
0.22,3739
0.22,4047
0.22,6661
0.22,2852
0.22,4108
0.22,5705
0.22,5011
0.22,3912
0.22,3556
0.22,6165
0.22,4127
0.22,3790
0.22,4584
0.22,5583
0.22,4066
0.22,3616
0.22,3740
0.22,5591
0.22,5246
0.22,5510
0.22,2990
0.22,5173
0.22,2716
0.22,5151
0.22,4161
0.22,4318
0.22,5834
0.22,2979
0.22,3933
0.22,1997
0.22,5670
0.22,3216
0.22,5394
0.22,3323
0.22,2952
0.22,2584
0.22,2022
0.22,3561
0.22,3441
0.22,2527
0.22,8082
0.22,4483
0.22,3484
0.22,2678
0.22,6026
0.22,2709
0.22,3503
0.22,4082
0.22,4638
0.22,3624
0.22,2392
0.22,2940
0.22,3737
0.22,3168
0.22,2297
0.22,6503
0.22,4208
0.23,4237
0.23,6290
0.23,4889
0.23,3725
0.23,5536
0.23,6622
0.23,2940
0.23,6352
0.23,4532
0.23,4020
0.23,5311
0.23,3605
0.23,4505
0.23,4176
0.23,2891
0.23,5096
0.23,7698
0.23,3900
0.23,3472
0.23,3904
0.23,2995
0.23,5095
0.23,3187
0.23,5292
0.23,9082
0.23,2458
0.23,3577
0.23,3992
0.23,3313
0.23,4280
0.23,6170
0.23,2685
0.23,3165
0.23,3337
0.23,4215
0.23,3893
0.23,3234
0.23,3526
0.23,4266
0.23,4256
0.23,3551
0.23,3107
0.23,4644
0.23,3010
0.23,3822
0.23,7317
0.23,4264
0.23,2763
0.23,3325
0.23,3610
0.23,3193
0.23,4879
0.23,2263
0.23,5449
0.23,3149
0.23,7795
0.23,4952
0.23,2665
0.23,8635
0.23,6094
0.23,6229
0.23,4779
0.23,2127
0.23,4645
0.23,3196
0.23,2752
0.23,4826
0.23,5820
0.23,4808
0.23,5073
0.23,4475
0.23,2491
0.23,5199
0.23,2779
0.23,4102
0.23,3248
0.23,5197
0.23,3755
0.23,6861
0.23,4619
0.23,3580
0.23,4492
0.23,4674
0.23,4181
0.23,7147
0.23,4125
0.23,3855
0.23,2509
0.23,2112
0.23,7671
0.23,3168
0.23,5035
0.23,3810
0.23,6973
0.23,3829
0.23,4386
0.23,3967
0.23,4308
0.23,3097
0.23,4038
0.24,4111
0.24,4963
0.24,4351
0.24,4158
0.24,6226
0.24,3320
0.24,6008
0.24,3436
0.24,4495
0.24,5054
0.24,4550
0.24,5887
0.24,4026
0.24,4422
0.24,3802
0.24,4815
0.24,3258
0.24,2858
0.24,4229
0.24,4146
0.24,4710
0.24,5689
0.24,2745
0.24,3297
0.24,5095
0.24,5350
0.24,3915
0.24,5435
0.24,7605
0.24,5265
0.24,5139
0.24,4122
0.24,5422
0.24,4022
0.24,4218
0.24,3968
0.24,6008
0.24,6206
0.24,4563
0.24,3168
0.24,4011
0.24,4905
0.24,4345
0.24,5770
0.24,3597
0.24,3764
0.24,4080
0.24,5428
0.24,4610
0.24,3462
0.24,3411
0.24,5256
0.24,6989
0.24,3083
0.24,4715
0.24,3875
0.24,4759
0.24,5088
0.24,3491
0.24,6003
0.24,6126
0.24,3787
0.24,2607
0.24,3054
0.24,4813
0.24,3604
0.24,5624
0.24,3445
0.24,5308
0.24,5796
0.24,5379
0.24,3670
0.24,3098
0.24,3155
0.24,3976
0.24,6778
0.24,5596
0.24,4354
0.24,5902
0.24,3541
0.24,5646
0.24,5014
0.24,3864
0.24,3790
0.24,4395
0.24,4314
0.24,4674
0.24,3847
0.24,5386
0.24,4246
0.24,3137
0.24,3158
0.24,5788
0.24,3581
0.24,3849
0.24,3810
0.24,3543
0.24,2633
0.24,3671
0.24,4188
0.25,3630
0.25,3291
0.25,3398
0.25,4407
0.25,2551
0.25,7467
0.25,4102
0.25,3925
0.25,5752
0.25,2817
0.25,3332
0.25,5697
0.25,5982
0.25,4152
0.25,3733
0.25,3873
0.25,3017
0.25,5577
0.25,4708
0.25,5096
0.25,5043
0.25,6949
0.25,8874
0.25,3202
0.25,5610
0.25,3376
0.25,4966
0.25,3014
0.25,3381
0.25,5070
0.25,6397
0.25,3956
0.25,4137
0.25,4778
0.25,4815
0.25,5816
0.25,5291
0.25,3657
0.25,5466
0.25,3623
0.25,3294
0.25,6835
0.25,3264
0.25,5375
0.25,7110
0.25,3057
0.25,2893
0.25,4169
0.25,8343
0.25,5152
0.25,6322
0.25,3960
0.25,6280
0.25,4894
0.25,3215
0.25,4636
0.25,3101
0.25,6030
0.25,5115
0.25,4047
0.25,3671
0.25,4074
0.25,4636
0.25,3073
0.25,4934
0.25,3779
0.25,5406
0.25,3307
0.25,2610
0.25,6095
0.25,5099
0.25,4812
0.25,3350
0.25,2633
0.25,6673
0.25,9627
0.25,6926
0.25,5281
0.25,2241
0.25,3122
0.25,6554
0.25,7459
0.25,2579
0.25,3797
0.25,4821
0.25,5979
0.25,3133
0.25,5137
0.25,2255
0.25,3392
0.25,5488
0.25,7938
0.25,2773
0.25,5331
0.25,4423
0.25,4733
0.25,6437
0.25,4268
0.25,2918
0.25,3529
0.26,3953
0.26,4348
0.26,3628
0.26,5839
0.26,3967
0.26,4144
0.26,5366
0.26,4268
0.26,3149
0.26,4428
0.26,5910
0.26,4852
0.26,4413
0.26,4561
0.26,6507
0.26,4938
0.26,5195
0.26,5373
0.26,4105
0.26,3068
0.26,6467
0.26,4436
0.26,7065
0.26,4926
0.26,5638
0.26,3429
0.26,5733
0.26,6242
0.26,6122
0.26,4029
0.26,5336
0.26,5944
0.26,3859
0.26,6854
0.26,3204
0.26,3798
0.26,5855
0.26,4020
0.26,4853
0.26,4671
0.26,5179
0.26,5405
0.26,3353
0.26,2930
0.26,4315
0.26,4539
0.26,6391
0.26,6105
0.26,3867
0.26,4496
0.26,4949
0.26,3909
0.26,6400
0.26,3023
0.26,3416
0.26,5958
0.26,4204
0.26,3139
0.26,7452
0.26,7594
0.26,3762
0.26,4890
0.26,5087
0.26,6573
0.26,3544
0.26,5178
0.26,4374
0.26,4127
0.26,6011
0.26,4439
0.26,3808
0.26,4636
0.26,4021
0.26,3654
0.26,4958
0.26,5423
0.26,2828
0.26,4038
0.26,5101
0.26,4052
0.26,3127
0.26,4545
0.26,3923
0.26,5219
0.26,5422
0.26,5194
0.26,5172
0.26,7983
0.26,4591
0.26,3252
0.26,4150
0.26,3961
0.26,7980
0.26,7061
0.26,5068
0.26,4107
0.26,6825
0.26,4102
0.26,3017
0.26,4218
0.27,5732
0.27,3879
0.27,2855
0.27,4141
0.27,4807
0.27,3963
0.27,4418
0.27,5986
0.27,4013
0.27,3090
0.27,4174
0.27,6902
0.27,9182
0.27,4206
0.27,5363
0.27,2494
0.27,4608
0.27,5911
0.27,2909
0.27,4558
0.27,3574
0.27,3776
0.27,4922
0.27,3903
0.27,5302
0.27,3655
0.27,2815
0.27,4863
0.27,4960
0.27,3564
0.27,4034
0.27,4862
0.27,6310
0.27,5297
0.27,4925
0.27,4741
0.27,4841
0.27,4217
0.27,4487
0.27,9766
0.27,4742
0.27,7201
0.27,3201
0.27,7861
0.27,6355
0.27,7182
0.27,4581
0.27,9250
0.27,3757
0.27,3591
0.27,2043
0.27,5295
0.27,2699
0.27,3144
0.27,4813
0.27,8055
0.27,5793
0.27,4363
0.27,4581
0.27,7868
0.27,3424
0.27,4160
0.27,3610
0.27,4520
0.27,6906
0.27,7119
0.27,3956
0.27,5525
0.27,4641
0.27,3952
0.27,6388
0.27,3348
0.27,4312
0.27,3955
0.27,4119
0.27,4767
0.27,5395
0.27,5764
0.27,4113
0.27,5108
0.27,5954
0.27,3034
0.27,4106
0.27,4870
0.27,4007
0.27,3086
0.27,5883
0.27,7144
0.27,3087
0.27,5840
0.27,7527
0.27,4290
0.27,4627
0.27,3904
0.27,4858
0.27,3620
0.27,5724
0.27,3821
0.27,4479
0.27,8963
0.28,11644
0.28,4631
0.28,4879
0.28,7520
0.28,3680
0.28,3295
0.28,6647
0.28,6559
0.28,3789
0.28,6142
0.28,2863
0.28,5330
0.28,3554
0.28,5258
0.28,6241
0.28,6147
0.28,4565
0.28,7257
0.28,2771
0.28,5422
0.28,8723
0.28,5520
0.28,6609
0.28,6048
0.28,4860
0.28,4649
0.28,4904
0.28,8495
0.28,4775
0.28,2499
0.28,3489
0.28,3390
0.28,5132
0.28,4451
0.28,6193
0.28,5920
0.28,6503
0.28,3588
0.28,3664
0.28,6909
0.28,3863
0.28,2627
0.28,3572
0.28,3819
0.28,6379
0.28,4623
0.28,3544
0.28,4656
0.28,3988
0.28,5496
0.28,5110
0.28,3805
0.28,2434
0.28,4587
0.28,9523
0.28,4236
0.28,8053
0.28,2988
0.28,3507
0.28,7219
0.28,3706
0.28,3913
0.28,8035
0.28,3100
0.28,7273
0.28,4065
0.28,3561
0.28,4262
0.28,3851
0.28,3438
0.28,2525
0.28,5782
0.28,2710
0.28,6886
0.28,5699
0.28,5368
0.28,3243
0.28,4171
0.28,3691
0.28,3690
0.28,3783
0.28,4129
0.28,4883
0.28,2942
0.28,4357
0.28,5921
0.28,5577
0.28,5027
0.28,3326
0.28,3883
0.28,4534
0.28,7489
0.28,5114
0.28,6936
0.28,3668
0.28,4896
0.28,4619
0.28,4142
0.28,5037
0.28,6611
0.29,3407
0.29,7792
0.29,3144
0.29,6187
0.29,4949
0.29,9613
0.29,3946
0.29,7812
0.29,4832
0.29,4980
0.29,3394
0.29,4212
0.29,3053
0.29,4938
0.29,5675
0.29,5874
0.29,4439
0.29,4037
0.29,7012
0.29,3225
0.29,7005
0.29,3524
0.29,3185
0.29,4375
0.29,4194
0.29,4477
0.29,4905
0.29,3972
0.29,4449
0.29,3632
0.29,4709
0.29,7757
0.29,4797
0.29,4902
0.29,5887
0.29,4985
0.29,6322
0.29,3084
0.29,3480
0.29,4792
0.29,5420
0.29,5382
0.29,4558
0.29,3826
0.29,4681
0.29,5073
0.29,4627
0.29,3236
0.29,6250
0.29,4405
0.29,5860
0.29,3600
0.29,5301
0.29,5412
0.29,5551
0.29,5312
0.29,5255
0.29,3082
0.29,7293
0.29,8513
0.29,8062
0.29,4857
0.29,5387
0.29,9665
0.29,3436
0.29,3977
0.29,5324
0.29,6148
0.29,5404
0.29,3173
0.29,6129
0.29,3474
0.29,13330
0.29,3679
0.29,6447
0.29,5867
0.29,5026
0.29,5409
0.29,2891
0.29,6772
0.29,11866
0.29,5961
0.29,3187
0.29,5402
0.29,3371
0.29,3999
0.29,4139
0.29,5705
0.29,4731
0.29,3633
0.29,4251
0.29,4723
0.29,9571
0.29,5013
0.29,6871
0.29,3987
0.29,5148
0.29,5628
0.29,4772
0.29,7144
0.3,4449
0.3,4704
0.3,3267
0.3,5547
0.3,2982
0.3,3290
0.3,3467
0.3,9801
0.3,3935
0.3,7813
0.3,5245
0.3,3126
0.3,4534
0.3,4585
0.3,8313
0.3,2262
0.3,5082
0.3,6093
0.3,3440
0.3,4581
0.3,6181
0.3,5779
0.3,5226
0.3,5924
0.3,4223
0.3,4325
0.3,3105
0.3,8864
0.3,7470
0.3,4335
0.3,6720
0.3,6132
0.3,4200
0.3,5655
0.3,5615
0.3,4061
0.3,4654
0.3,2953
0.3,3927
0.3,3796
0.3,7575
0.3,4317
0.3,3662
0.3,4884
0.3,6470
0.3,8230
0.3,4457
0.3,4779
0.3,5115
0.3,3318
0.3,4931
0.3,6944
0.3,4083
0.3,5777
0.3,5335
0.3,5378
0.3,3809
0.3,3605
0.3,4668
0.3,4489
0.3,5617
0.3,7074
0.3,5112
0.3,3719
0.3,4374
0.3,4022
0.3,6047
0.3,6012
0.3,3751
0.3,5051
0.3,4334
0.3,6036
0.3,6331
0.3,5313
0.3,4962
0.3,5456
0.3,4303
0.3,4466
0.3,6843
0.3,4000
0.3,3764
0.3,5709
0.3,6066
0.3,4962
0.3,3905
0.3,4017
0.3,3845
0.3,3624
0.3,4777
0.3,5155
0.3,3655
0.3,3809
0.3,2944
0.3,2575
0.3,3368
0.3,3749
0.3,3956
0.3,6706
0.3,5354
0.3,6764
0.31,2641
0.31,4489
0.31,5043
0.31,4040
0.31,5580
0.31,4244
0.31,8521
0.31,7766
0.31,3485
0.31,3527
0.31,3043
0.31,5717
0.31,4514
0.31,3300
0.31,6248
0.31,2352
0.31,7525
0.31,4684
0.31,5846
0.31,7341
0.31,4899
0.31,5934
0.31,6173
0.31,3644
0.31,5158
0.31,8911
0.31,7251
0.31,7056
0.31,3711
0.31,7800
0.31,3643
0.31,9563
0.31,6240
0.31,5719
0.31,4148
0.31,3257
0.31,3869
0.31,2645
0.31,4850
0.31,4200
0.31,6014
0.31,6020
0.31,5019
0.31,3898
0.31,5159
0.31,5217
0.31,11757
0.31,5838
0.31,3022
0.31,5692
0.31,4158
0.31,4114
0.31,4799
0.31,6553
0.31,12401
0.31,3809
0.31,5757
0.31,4396
0.31,5647
0.31,6272
0.31,3413
0.31,3897
0.31,5508
0.31,6483
0.31,3349
0.31,4337
0.31,4498
0.31,2432
0.31,4619
0.31,7992
0.31,5550
0.31,4358
0.31,5038
0.31,7446
0.31,5253
0.31,4953
0.31,7108
0.31,4569
0.31,3437
0.31,4699
0.31,3914
0.31,7738
0.31,4446
0.31,8612
0.31,3804
0.31,6719
0.31,3428
0.31,6556
0.31,4906
0.31,4047
0.31,5899
0.31,5037
0.31,5941
0.31,4793
0.31,5317
0.31,5508
0.31,3852
0.31,3374
0.31,5169
0.31,5676
0.32,2993
0.32,4703
0.32,4032
0.32,9157
0.32,5583
0.32,6203
0.32,7029
0.32,4239
0.32,4835
0.32,4779
0.32,4132
0.32,6207
0.32,7890
0.32,4177
0.32,6233
0.32,7310
0.32,4950
0.32,6870
0.32,6959
0.32,5733
0.32,6788
0.32,5348
0.32,8798
0.32,4127
0.32,5371
0.32,3121
0.32,5398
0.32,4796
0.32,4317
0.32,5620
0.32,4583
0.32,3495
0.32,6488
0.32,6836
0.32,4921
0.32,8718
0.32,4919
0.32,4599
0.32,3799
0.32,4368
0.32,9995
0.32,5707
0.32,5587
0.32,5692
0.32,7235
0.32,4363
0.32,3789
0.32,5058
0.32,3761
0.32,6494
0.32,4898
0.32,6893
0.32,6844
0.32,10372
0.32,3571
0.32,4777
0.32,4249
0.32,5354
0.32,5008
0.32,4032
0.32,4896
0.32,5841
0.32,3961
0.32,5500
0.32,6369
0.32,3948
0.32,8364
0.32,3972
0.32,7517
0.32,5894
0.32,4133
0.32,5976
0.32,5632
0.32,5991
0.32,3440
0.32,6773
0.32,4033
0.32,4254
0.32,6506
0.32,4749
0.32,3388
0.32,6224
0.32,7638
0.32,4461
0.32,3377
0.32,4057
0.32,4166
0.32,3413
0.32,4636
0.32,3150
0.32,3301
0.32,6950
0.32,14281
0.32,8044
0.32,3813
0.32,3888
0.32,7303
0.32,6475
0.32,7167
0.32,5129
0.33,5458
0.33,6201
0.33,5086
0.33,3884
0.33,4636
0.33,7543
0.33,3530
0.33,8395
0.33,6067
0.33,4796
0.33,3754
0.33,7682
0.33,7534
0.33,5610
0.33,2619
0.33,5155
0.33,4552
0.33,6052
0.33,4469
0.33,8371
0.33,6132
0.33,5719
0.33,6665
0.33,4393
0.33,5225
0.33,6575
0.33,5983
0.33,3560
0.33,7744
0.33,7475
0.33,7128
0.33,4470
0.33,5198
0.33,4991
0.33,5881
0.33,4564
0.33,8001
0.33,5778
0.33,4436
0.33,4061
0.33,6078
0.33,5147
0.33,4265
0.33,6544
0.33,5876
0.33,5045
0.33,6976
0.33,6675
0.33,8057
0.33,7189
0.33,4047
0.33,3562
0.33,6125
0.33,4151
0.33,3708
0.33,5859
0.33,6102
0.33,4079
0.33,4472
0.33,6096
0.33,4123
0.33,6738
0.33,8808
0.33,4864
0.33,5829
0.33,8111
0.33,7784
0.33,3280
0.33,5103
0.33,5389
0.33,5778
0.33,8247
0.33,8899
0.33,2766
0.33,6265
0.33,3285
0.33,3392
0.33,7195
0.33,5554
0.33,3927
0.33,4458
0.33,5394
0.33,3787
0.33,6063
0.33,4089
0.33,4133
0.33,7841
0.33,3773
0.33,4129
0.33,7034
0.33,11156
0.33,5479
0.33,3185
0.33,6355
0.33,12469
0.33,4759
0.33,6243
0.33,6255
0.33,4656
0.33,8291
0.34,3752
0.34,5941
0.34,5714
0.34,8279
0.34,3245
0.34,8565
0.34,2834
0.34,5961
0.34,4948
0.34,3598
0.34,5467
0.34,5422
0.34,4851
0.34,4125
0.34,7401
0.34,8885
0.34,10482
0.34,4706
0.34,10278
0.34,9636
0.34,5260
0.34,7008
0.34,5779
0.34,4028
0.34,6232
0.34,4480
0.34,4468
0.34,4458
0.34,4790
0.34,6119
0.34,5132
0.34,7443
0.34,8201
0.34,2894
0.34,4077
0.34,5851
0.34,7072
0.34,6577
0.34,4797
0.34,6420
0.34,4434
0.34,5593
0.34,3898
0.34,8690
0.34,4928
0.34,5346
0.34,5461
0.34,6750
0.34,6335
0.34,6794
0.34,6694
0.34,7822
0.34,7293
0.34,4134
0.34,4537
0.34,6370
0.34,3825
0.34,5914
0.34,5514
0.34,5256
0.34,5313
0.34,3625
0.34,4605
0.34,3925
0.34,5833
0.34,4057
0.34,10193
0.34,4402
0.34,7267
0.34,7806
0.34,7022
0.34,9018
0.34,8139
0.34,7390
0.34,3414
0.34,4391
0.34,4973
0.34,3720
0.34,4100
0.34,7732
0.34,4624
0.34,5322
0.34,7394
0.34,5270
0.34,4345
0.34,6651
0.34,2982
0.34,3965
0.34,3997
0.34,5113
0.34,4806
0.34,4798
0.34,3647
0.34,4174
0.34,7467
0.34,8415
0.34,9218
0.34,6188
0.34,6079
0.34,5145
0.35,7491
0.35,4484
0.35,5932
0.35,4255
0.35,7092
0.35,4719
0.35,5648
0.35,3221
0.35,6734
0.35,4140
0.35,4183
0.35,9525
0.35,6559
0.35,3775
0.35,5659
0.35,6985
0.35,5359
0.35,5983
0.35,4176
0.35,5663
0.35,7310
0.35,6456
0.35,6269
0.35,4273
0.35,6994
0.35,5958
0.35,3464
0.35,10771
0.35,3354
0.35,3640
0.35,3723
0.35,5473
0.35,4902
0.35,4813
0.35,6788
0.35,3902
0.35,8084
0.35,6139
0.35,4988
0.35,7483
0.35,3047
0.35,5592
0.35,4630
0.35,8227
0.35,5212
0.35,6290
0.35,6709
0.35,3334
0.35,3549
0.35,7137
0.35,3234
0.35,4033
0.35,3343
0.35,4407
0.35,6928
0.35,5605
0.35,5861
0.35,3581
0.35,6703
0.35,5646
0.35,8334
0.35,5035
0.35,9800
0.35,4875
0.35,6935
0.35,9432
0.35,3306
0.35,4951
0.35,9738
0.35,3028
0.35,9148
0.35,6991
0.35,8007
0.35,7824
0.35,5360
0.35,7928
0.35,5722
0.35,4547
0.35,3677
0.35,6947
0.35,4578
0.35,4192
0.35,7175
0.35,5984
0.35,6622
0.35,6733
0.35,4304
0.35,6520
0.35,9658
0.35,5662
0.35,6413
0.35,4940
0.35,6920
0.35,3305
0.35,6528
0.35,5611
0.35,4420
0.35,4020
0.35,4651
0.35,6351
0.36,6674
0.36,4648
0.36,5106
0.36,4903
0.36,6325
0.36,4317
0.36,12362
0.36,3149
0.36,3543
0.36,4135
0.36,4204
0.36,3911
0.36,4679
0.36,5737
0.36,2843
0.36,9822
0.36,6394
0.36,10366
0.36,7977
0.36,5810
0.36,5342
0.36,6608
0.36,3657
0.36,6598
0.36,3857
0.36,3842
0.36,2772
0.36,5451
0.36,3340
0.36,4368
0.36,8530
0.36,5952
0.36,5282
0.36,9118
0.36,6316
0.36,7573
0.36,8150
0.36,5546
0.36,7273
0.36,5536
0.36,6941
0.36,7967
0.36,4319
0.36,6708
0.36,7330
0.36,6022
0.36,4845
0.36,5137
0.36,7198
0.36,7699
0.36,3303
0.36,7018
0.36,6327
0.36,4375
0.36,4202
0.36,6258
0.36,5358
0.36,7955
0.36,7156
0.36,7257
0.36,7235
0.36,7204
0.36,6921
0.36,5672
0.36,5408
0.36,4591
0.36,5226
0.36,7516
0.36,13669
0.36,6926
0.36,6839
0.36,5216
0.36,8073
0.36,4550
0.36,12044
0.36,7871
0.36,4968
0.36,4511
0.36,4650
0.36,5624
0.36,5886
0.36,4447
0.36,5295
0.36,5316
0.36,7447
0.36,7441
0.36,4260
0.36,5563
0.36,11035
0.36,5001
0.36,6845
0.36,8817
0.36,4861
0.36,8061
0.36,11050
0.36,4630
0.36,8479
0.36,7814
0.36,5943
0.36,7142
0.37,8064
0.37,4058
0.37,5111
0.37,5320
0.37,11611
0.37,4166
0.37,12060
0.37,7708
0.37,8495
0.37,3530
0.37,7085
0.37,7549
0.37,4739
0.37,6953
0.37,5545
0.37,4895
0.37,3260
0.37,3370
0.37,4401
0.37,5196
0.37,7677
0.37,5413
0.37,5410
0.37,9620
0.37,6103
0.37,5022
0.37,3146
0.37,4608
0.37,3705
0.37,5135
0.37,5424
0.37,3078
0.37,4347
0.37,5099
0.37,8204
0.37,6290
0.37,8295
0.37,4764
0.37,3991
0.37,7118
0.37,5672
0.37,4323
0.37,8119
0.37,3424
0.37,7947
0.37,8186
0.37,4977
0.37,6734
0.37,5266
0.37,8583
0.37,9230
0.37,7674
0.37,4592
0.37,4396
0.37,5352
0.37,6519
0.37,6690
0.37,5863
0.37,4867
0.37,5779
0.37,6529
0.37,6792
0.37,7324
0.37,3402
0.37,6859
0.37,6462
0.37,4677
0.37,7161
0.37,5932
0.37,4645
0.37,9979
0.37,4901
0.37,5105
0.37,9478
0.37,5720
0.37,3771
0.37,6342
0.37,3389
0.37,6294
0.37,7596
0.37,6042
0.37,5070
0.37,5454
0.37,6714
0.37,5533
0.37,8806
0.37,16190
0.37,7959
0.37,5314
0.37,3740
0.37,3717
0.37,4625
0.37,8626
0.37,6793
0.37,5481
0.37,6989
0.37,4539
0.37,5519
0.37,9307
0.37,6406
0.38,7073
0.38,4069
0.38,5386
0.38,7682
0.38,8607
0.38,9084
0.38,9290
0.38,5713
0.38,6623
0.38,4311
0.38,9131
0.38,8535
0.38,5686
0.38,4940
0.38,10623
0.38,4132
0.38,4129
0.38,3324
0.38,4715
0.38,12478
0.38,8153
0.38,6987
0.38,6021
0.38,7004
0.38,4949
0.38,5519
0.38,6560
0.38,9762
0.38,10364
0.38,5390
0.38,4714
0.38,6536
0.38,7259
0.38,5773
0.38,8770
0.38,4150
0.38,4538
0.38,4186
0.38,5338
0.38,6560
0.38,4294
0.38,7966
0.38,9115
0.38,7411
0.38,7568
0.38,6456
0.38,4867
0.38,6289
0.38,2730
0.38,6322
0.38,3468
0.38,4736
0.38,5041
0.38,5815
0.38,3953
0.38,4848
0.38,7802
0.38,4698
0.38,5627
0.38,8202
0.38,8897
0.38,7380
0.38,11117
0.38,4778
0.38,6417
0.38,8362
0.38,4142
0.38,6025
0.38,11858
0.38,4909
0.38,10076
0.38,5939
0.38,7307
0.38,5291
0.38,5885
0.38,4783
0.38,5064
0.38,4739
0.38,13335
0.38,3822
0.38,7982
0.38,6382
0.38,5306
0.38,4286
0.38,5461
0.38,6500
0.38,3385
0.38,7296
0.38,11291
0.38,6010
0.38,5891
0.38,6449
0.38,7568
0.38,5613
0.38,7555
0.38,3075
0.38,8864
0.38,4026
0.38,4698
0.38,5771
0.39,9884
0.39,6347
0.39,10294
0.39,5369
0.39,4198
0.39,19985
0.39,6963
0.39,8561
0.39,7015
0.39,2638
0.39,9767
0.39,11537
0.39,5860
0.39,9218
0.39,4168
0.39,5064
0.39,2912
0.39,4883
0.39,7456
0.39,3720
0.39,7796
0.39,4042
0.39,6609
0.39,6854
0.39,6133
0.39,5869
0.39,3944
0.39,9866
0.39,4167
0.39,5224
0.39,6054
0.39,7542
0.39,6884
0.39,5524
0.39,4671
0.39,6785
0.39,3352
0.39,4710
0.39,5927
0.39,8515
0.39,7686
0.39,7690
0.39,6197
0.39,5334
0.39,4734
0.39,2754
0.39,7495
0.39,6637
0.39,7253
0.39,6777
0.39,4398
0.39,9394
0.39,7160
0.39,4253
0.39,6968
0.39,3290
0.39,5752
0.39,3765
0.39,3769
0.39,5462
0.39,7096
0.39,19064
0.39,4251
0.39,4475
0.39,5629
0.39,6740
0.39,3572
0.39,6833
0.39,5096
0.39,7520
0.39,5181
0.39,6983
0.39,3188
0.39,10779
0.39,11045
0.39,6883
0.39,7812
0.39,6757
0.39,4331
0.39,4655
0.39,9696
0.39,8286
0.39,6812
0.39,9673
0.39,3231
0.39,6987
0.39,6970
0.39,6286
0.39,3795
0.39,5714
0.39,4316
0.39,4432
0.39,4917
0.39,4406
0.39,5264
0.39,4731
0.39,4004
0.39,5534
0.39,5894
0.39,4843
0.4,9393
0.4,7116
0.4,8727
0.4,9455
0.4,4223
0.4,5835
0.4,5663
0.4,6398
0.4,9830
0.4,5602
0.4,5770
0.4,7548
0.4,4888
0.4,8188
0.4,7118
0.4,4778
0.4,7455
0.4,17759
0.4,7898
0.4,6167
0.4,9314
0.4,6680
0.4,6932
0.4,4964
0.4,6518
0.4,7398
0.4,9875
0.4,11837
0.4,5648
0.4,7616
0.4,8468
0.4,9858
0.4,4899
0.4,5038
0.4,4895
0.4,4023
0.4,4557
0.4,7305
0.4,4321
0.4,6068
0.4,5663
0.4,6979
0.4,7014
0.4,4272
0.4,9047
0.4,4523
0.4,4223
0.4,10302
0.4,8676
0.4,7475
0.4,4510
0.4,7397
0.4,8906
0.4,6049
0.4,4962
0.4,6888
0.4,6982
0.4,5626
0.4,8002
0.4,7910
0.4,6459
0.4,8229
0.4,8679
0.4,4400
0.4,4854
0.4,8527
0.4,4831
0.4,6475
0.4,5716
0.4,9696
0.4,6134
0.4,6137
0.4,10488
0.4,12437
0.4,7391
0.4,6131
0.4,5982
0.4,10019
0.4,12005
0.4,11002
0.4,13088
0.4,4549
0.4,7449
0.4,11697
0.4,7625
0.4,6848
0.4,4752
0.4,7582
0.4,6754
0.4,2931
0.4,3954
0.4,12314
0.4,6299
